file_name,name,name_readable
075729.jpg,tea,Tea
075729.jpg,bread-wholemeal,"Bread, wholemeal"
075731.jpg,bread-white,"Bread, white"
075731.jpg,cheese,Cheese
075731.jpg,bread-rye,"Bread, rye"
075731.jpg,butter,Butter
075732.jpg,jam,Jam
075732.jpg,braided-white-loaf,Braided white loaf
075735.jpg,milk,Milk
075740.jpg,tea,Tea
075741.jpg,coffee-with-caffeine,"Coffee, with caffeine"
075741.jpg,gluten-free-bread,Gluten-free bread
075741.jpg,juice-orange,"Juice, orange"
075742.jpg,egg,Egg
075744.jpg,jam,Jam
075744.jpg,coffee-with-caffeine,"Coffee, with caffeine"
075744.jpg,croissant,Croissant
075753.jpg,pistachio,Pistachio
075758.jpg,water,Water
075759.jpg,orange,Orange
075760.jpg,croque-monsieur,Croque monsieur
075761.jpg,frying-sausage,Frying sausage
075761.jpg,fennel,Fennel
075761.jpg,wine-red,"Wine, red"
075762.jpg,water,Water
075764.jpg,croque-monsieur,Croque monsieur
075767.jpg,salmon,Salmon
075768.jpg,bacon-cooking,"Bacon, cooking"
075769.jpg,pasta-spaghetti,"Pasta, spaghetti"
075769.jpg,salmon-smoked,"Salmon, smoked"
075770.jpg,carrot-raw,"Carrot, raw"
075770.jpg,cucumber,Cucumber
075772.jpg,water,Water
075773.jpg,bell-pepper-red-raw,"Bell pepper, red, raw "
075773.jpg,fennel,Fennel
075773.jpg,salad-lambs-ear,"Salad, lambs' ear"
075774.jpg,coffee-with-caffeine,"Coffee, with caffeine"
075775.jpg,tea-peppermint,"Tea, peppermint"
075776.jpg,cookies,Cookies
075777.jpg,pasta-penne,"Pasta, penne"
075777.jpg,beans-white,"Beans, white"
075780.jpg,coffee-with-caffeine,"Coffee, with caffeine"
075782.jpg,wine-white,"Wine, white"
075788.jpg,apple,Apple
075789.jpg,cauliflower,Cauliflower
075789.jpg,sauce-soya,"Sauce, soya"
075791.jpg,cappuccino,Cappuccino
075791.jpg,water,Water
075794.jpg,bread-white,"Bread, white"
075795.jpg,water,Water
075796.jpg,apple-crumble,Apple crumble
075797.jpg,savoury-puff-pastry,Savoury puff pastry
075799.jpg,coffee-with-caffeine,"Coffee, with caffeine"
075801.jpg,savoury-puff-pastry,Savoury puff pastry
075804.jpg,wine-white,"Wine, white"
075806.jpg,water,Water
075809.jpg,paprika-chips,Paprika chips
075810.jpg,water,Water
075810.jpg,mixed-salad-chopped-without-sauce,Mixed salad (chopped without sauce)
075810.jpg,quiche-with-spinach-baked-with-cake-dough,"Quiche, with spinach, baked, with cake dough"
075810.jpg,wine-red,"Wine, red"
075810.jpg,tomato-raw,"Tomato, raw "
075811.jpg,mixed-salad-chopped-without-sauce,Mixed salad (chopped without sauce)
075811.jpg,quiche-with-cheese-baked-with-puff-pastry,"Quiche, with cheese, baked, with puff pastry"
075811.jpg,tomato-raw,"Tomato, raw "
075811.jpg,carrot-raw,"Carrot, raw"
075814.jpg,coffee-with-caffeine,"Coffee, with caffeine"
075815.jpg,tea,Tea
075816.jpg,curry-vegetarian,"Curry, vegetarian"
075816.jpg,rice,Rice
075817.jpg,water,Water
075818.jpg,wine-white,"Wine, white"
075819.jpg,quiche-with-spinach-baked-with-cake-dough,"Quiche, with spinach, baked, with cake dough"
075824.jpg,ham-cooked,"Ham, cooked"
075824.jpg,crepe-plain,"Crêpe, plain"
075824.jpg,cheese,Cheese
075824.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
075825.jpg,cheese,Cheese
075832.jpg,tomato-raw,"Tomato, raw "
075837.jpg,crepe-plain,"Crêpe, plain"
075838.jpg,beef,Beef
075839.jpg,curry-vegetarian,"Curry, vegetarian"
075839.jpg,beef,Beef
075841.jpg,waffle,Waffle
075843.jpg,salami,Salami
075844.jpg,curry-vegetarian,"Curry, vegetarian"
075844.jpg,rice,Rice
075845.jpg,balsamic-salad-dressing,Balsamic salad dressing
075845.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
075846.jpg,wine-red,"Wine, red"
075847.jpg,jam,Jam
075847.jpg,cake-chocolate,"Cake, chocolate"
075851.jpg,lemon-cake,Lemon Cake
075851.jpg,cake-chocolate,"Cake, chocolate"
075851.jpg,jam,Jam
075861.jpg,water,Water
075862.jpg,butter,Butter
075862.jpg,braided-white-loaf,Braided white loaf
075862.jpg,lemon-cake,Lemon Cake
075865.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
075867.jpg,glucose-drink-50g,Glucose drink 50g
075873.jpg,coffee-with-caffeine,"Coffee, with caffeine"
075874.jpg,egg,Egg
075875.jpg,braided-white-loaf,Braided white loaf
075876.jpg,braided-white-loaf,Braided white loaf
075876.jpg,butter,Butter
075876.jpg,honey,Honey
075878.jpg,juice-orange,"Juice, orange"
075881.jpg,cappuccino,Cappuccino
075882.jpg,water,Water
075883.jpg,crunch-muesli,Crunch Müesli
075884.jpg,bread-white,"Bread, white"
075886.jpg,bread-wholemeal,"Bread, wholemeal"
075887.jpg,bread-wholemeal,"Bread, wholemeal"
075887.jpg,butter,Butter
075887.jpg,egg,Egg
075887.jpg,ham-raw,"Ham, raw"
075887.jpg,cheese,Cheese
075888.jpg,coffee-with-caffeine,"Coffee, with caffeine"
075890.jpg,tea,Tea
075892.jpg,crepe-plain,"Crêpe, plain"
075893.jpg,coffee-with-caffeine,"Coffee, with caffeine"
075896.jpg,birchermuesli-prepared-no-sugar-added,"Birchermüesli, prepared, no sugar added"
075896.jpg,tea,Tea
075896.jpg,egg,Egg
075897.jpg,salmon-smoked,"Salmon, smoked"
075897.jpg,croissant,Croissant
075897.jpg,bagel-without-filling,Bagel (without filling)
075900.jpg,egg,Egg
075900.jpg,bread-wholemeal,"Bread, wholemeal"
075901.jpg,cheese,Cheese
075901.jpg,tea,Tea
075901.jpg,bread-wholemeal,"Bread, wholemeal"
075901.jpg,jam,Jam
075901.jpg,butter,Butter
075902.jpg,bread-grain,"Bread, grain"
075902.jpg,egg,Egg
075902.jpg,bacon-frying,"Bacon, frying"
075903.jpg,braided-white-loaf,Braided white loaf
075904.jpg,coffee-with-caffeine,"Coffee, with caffeine"
075905.jpg,apple,Apple
075906.jpg,wine-white,"Wine, white"
075908.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
075909.jpg,soup-vegetable,"Soup, vegetable"
075910.jpg,water,Water
075910.jpg,coffee-with-caffeine,"Coffee, with caffeine"
075910.jpg,croissant-wholegrain,"Croissant, wholegrain"
075910.jpg,jam,Jam
075911.jpg,banana,Banana
075911.jpg,coffee-with-caffeine,"Coffee, with caffeine"
075913.jpg,bread-white,"Bread, white"
075913.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
075913.jpg,salmon-smoked,"Salmon, smoked"
075913.jpg,egg,Egg
075913.jpg,bacon-frying,"Bacon, frying"
075921.jpg,fruit-salad,Fruit salad
075926.jpg,tea,Tea
075927.jpg,tete-de-moine,Tête de Moine
075927.jpg,bacon-cooking,"Bacon, cooking"
075927.jpg,salami,Salami
075927.jpg,cake-salted,"Cake, salted"
075927.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
075927.jpg,wine-red,"Wine, red"
075930.jpg,curry-vegetarian,"Curry, vegetarian"
075930.jpg,tofu,Tofu
075930.jpg,rice,Rice
075931.jpg,water,Water
075937.jpg,potatoes-au-gratin-dauphinois-prepared,"Potatoes au gratin, dauphinois, prepared"
075937.jpg,sauce-cream,"Sauce, cream"
075937.jpg,swiss-chard,Swiss chard
075939.jpg,fennel,Fennel
075939.jpg,red-radish,Red radish
075939.jpg,pomegranate,Pomegranate
075940.jpg,water,Water
075942.jpg,lamb,Lamb
075942.jpg,leaf-spinach,Leaf spinach
075942.jpg,sauce-curry,"Sauce, curry"
075942.jpg,rice-whole-grain,"Rice, whole-grain"
075945.jpg,water,Water
075947.jpg,tart,Tart
075947.jpg,dairy-ice-cream,Dairy ice cream
075947.jpg,jam,Jam
075950.jpg,water,Water
075954.jpg,apple,Apple
075956.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
075957.jpg,grapes,Grapes
075961.jpg,herbal-tea,Herbal tea
075964.jpg,avocado,Avocado
075968.jpg,cream-cheese,Cream cheese
075978.jpg,herbal-tea,Herbal tea
075981.jpg,water,Water
075985.jpg,beer,Beer
075986.jpg,chicken-leg,"Chicken, leg"
075986.jpg,potatoes-au-gratin-dauphinois-prepared,"Potatoes au gratin, dauphinois, prepared"
075986.jpg,salad-lambs-ear,"Salad, lambs' ear"
075986.jpg,beer,Beer
075986.jpg,water,Water
075986.jpg,tomato-raw,"Tomato, raw "
075988.jpg,wine-white,"Wine, white"
075989.jpg,water,Water
075991.jpg,cheese,Cheese
075993.jpg,salad-rocket,"Salad, rocket"
075993.jpg,parmesan,Parmesan
075993.jpg,artichoke,Artichoke
075993.jpg,bread-wholemeal,"Bread, wholemeal"
075996.jpg,egg,Egg
075997.jpg,crepe-plain,"Crêpe, plain"
075997.jpg,dairy-ice-cream,Dairy ice cream
075999.jpg,crepe-plain,"Crêpe, plain"
075999.jpg,dairy-ice-cream,Dairy ice cream
076000.jpg,orange,Orange
076004.jpg,soup-pumpkin,"Soup, pumpkin"
076005.jpg,perch-fillets-lake,Perch fillets (lake)
076005.jpg,rice,Rice
076005.jpg,fennel,Fennel
076005.jpg,carrot-raw,"Carrot, raw"
076006.jpg,mungbean-sprouts,Mungbean sprouts
076007.jpg,mixed-salad-chopped-without-sauce,Mixed salad (chopped without sauce)
076017.jpg,cauliflower,Cauliflower
076017.jpg,eggplant,Eggplant
076017.jpg,tomato-sauce,Tomato sauce
076018.jpg,shrimp-prawn-large,Shrimp / prawn (large)
076018.jpg,rice-basmati,"Rice, Basmati"
076020.jpg,cheese,Cheese
076022.jpg,pasta-penne,"Pasta, penne"
076022.jpg,tomato-sauce,Tomato sauce
076026.jpg,carrot-raw,"Carrot, raw"
076028.jpg,bolognaise-sauce,Bolognaise sauce
076031.jpg,tea,Tea
076032.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
076032.jpg,balsamic-salad-dressing,Balsamic salad dressing
076032.jpg,sunflower-seeds,Sunflower seeds
076033.jpg,mixed-vegetables,Mixed vegetables
076034.jpg,herbal-tea,Herbal tea
076036.jpg,tart,Tart
076036.jpg,jam,Jam
076036.jpg,curd,Curd
076040.jpg,apple,Apple
076040.jpg,fig-dried,"Fig, dried"
076044.jpg,bread-white,"Bread, white"
076047.jpg,croissant,Croissant
076050.jpg,juice-orange,"Juice, orange"
076050.jpg,flakes-oat,"Flakes, oat"
076050.jpg,banana,Banana
076051.jpg,juice-orange,"Juice, orange"
076052.jpg,water,Water
076055.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
076056.jpg,muesli,Müesli
076056.jpg,yaourt-yahourt-yogourt-ou-yoghourt-natural,"Yaourt, yahourt, yogourt ou yoghourt, natural"
076058.jpg,apple,Apple
076060.jpg,cappuccino,Cappuccino
076064.jpg,braided-white-loaf,Braided white loaf
076064.jpg,honey,Honey
076065.jpg,water,Water
076080.jpg,bread-white,"Bread, white"
076080.jpg,peanut-butter,Peanut butter
076082.jpg,milk,Milk
076083.jpg,bread-rye,"Bread, rye"
076083.jpg,butter,Butter
076086.jpg,egg,Egg
076097.jpg,braided-white-loaf,Braided white loaf
076099.jpg,tea,Tea
076099.jpg,muesli,Müesli
076099.jpg,fruit-salad,Fruit salad
076106.jpg,tea,Tea
076106.jpg,egg,Egg
076106.jpg,bread-white,"Bread, white"
076106.jpg,bread-wholemeal,"Bread, wholemeal"
076106.jpg,butter,Butter
076108.jpg,coffee-with-caffeine,"Coffee, with caffeine"
076117.jpg,pasta-penne,"Pasta, penne"
076117.jpg,bolognaise-sauce,Bolognaise sauce
076125.jpg,quiche-with-spinach-baked-with-cake-dough,"Quiche, with spinach, baked, with cake dough"
076128.jpg,curry-vegetarian,"Curry, vegetarian"
076128.jpg,rice,Rice
076134.jpg,rosti,Rosti
076135.jpg,apple-pie,Apple pie
076136.jpg,quiche-with-cheese-baked-with-puff-pastry,"Quiche, with cheese, baked, with puff pastry"
076137.jpg,mixed-vegetables,Mixed vegetables
076138.jpg,water,Water
076143.jpg,tea,Tea
076145.jpg,orange,Orange
076151.jpg,apple,Apple
076152.jpg,chocolate,Chocolate
076152.jpg,apple,Apple
076152.jpg,bread-white,"Bread, white"
076157.jpg,cappuccino,Cappuccino
076163.jpg,apple,Apple
076165.jpg,apple,Apple
076166.jpg,beetroot-steamed-without-addition-of-salt,"Beetroot, steamed, without addition of salt"
076166.jpg,quinoa,Quinoa
076166.jpg,egg,Egg
076166.jpg,peas,Peas
076169.jpg,rice,Rice
076169.jpg,chicken-breast,"Chicken, breast"
076169.jpg,mayonnaise,Mayonnaise
076169.jpg,carrot-raw,"Carrot, raw"
076171.jpg,rice,Rice
076171.jpg,french-beans,French beans
076171.jpg,carrot-raw,"Carrot, raw"
076172.jpg,water,Water
076173.jpg,rice,Rice
076173.jpg,french-beans,French beans
076173.jpg,carrot-raw,"Carrot, raw"
076175.jpg,dairy-ice-cream,Dairy ice cream
076176.jpg,pasta-wholemeal,"Pasta, wholemeal"
076176.jpg,mixed-vegetables,Mixed vegetables
076176.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
076177.jpg,crepe-plain,"Crêpe, plain"
076177.jpg,salmon,Salmon
076177.jpg,cream-cheese,Cream cheese
076178.jpg,rice,Rice
076178.jpg,eggplant,Eggplant
076178.jpg,tomato-sauce,Tomato sauce
076180.jpg,wine-red,"Wine, red"
076186.jpg,chicken-curry-cream-coconut-milk-curry-spices-paste,Chicken curry (cream/coconut milk. curry spices/paste))
076187.jpg,water,Water
076192.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
076203.jpg,pasta-twist,"Pasta, twist"
076203.jpg,beef-minced-only-meat,"Beef, minced (only meat)"
076203.jpg,salad-rocket,"Salad, rocket"
076203.jpg,parmesan,Parmesan
076206.jpg,pasta-wholemeal,"Pasta, wholemeal"
076206.jpg,mixed-vegetables,Mixed vegetables
076207.jpg,gummi-bears-fruit-jellies-jelly-babies-with-fruit-essence,"Gummi bears, fruit jellies, Jelly babies with fruit essence"
076214.jpg,coffee-with-caffeine,"Coffee, with caffeine"
076216.jpg,gluten-free-bread,Gluten-free bread
076216.jpg,juice-orange,"Juice, orange"
076216.jpg,flakes-oat,"Flakes, oat"
076216.jpg,coffee-with-caffeine,"Coffee, with caffeine"
076216.jpg,banana,Banana
076217.jpg,mandarine,Mandarine
076220.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
076221.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
076222.jpg,muesli,Müesli
076222.jpg,yaourt-yahourt-yogourt-ou-yoghourt-natural,"Yaourt, yahourt, yogourt ou yoghourt, natural"
076223.jpg,bread-toast,"Bread, toast"
076223.jpg,jam,Jam
076224.jpg,hazelnut,Hazelnut
076225.jpg,water,Water
076226.jpg,bread-toast,"Bread, toast"
076226.jpg,jam,Jam
076227.jpg,cappuccino,Cappuccino
076228.jpg,water,Water
076230.jpg,bread-wholemeal,"Bread, wholemeal"
076230.jpg,honey,Honey
076232.jpg,water,Water
076239.jpg,coffee-with-caffeine,"Coffee, with caffeine"
076241.jpg,tea,Tea
076241.jpg,bacon-cooking,"Bacon, cooking"
076242.jpg,tea,Tea
076248.jpg,bread-wholemeal,"Bread, wholemeal"
076248.jpg,butter,Butter
076248.jpg,honey,Honey
076249.jpg,egg-scrambled-prepared,"Egg, scrambled, prepared"
076249.jpg,fruit-salad,Fruit salad
076249.jpg,yaourt-yahourt-yogourt-ou-yoghourt-natural,"Yaourt, yahourt, yogourt ou yoghourt, natural"
076250.jpg,coffee-with-caffeine,"Coffee, with caffeine"
076251.jpg,bread-wholemeal,"Bread, wholemeal"
076251.jpg,hazelnut-chocolate-spread-nutella-ovomaltine-caotina,"Hazelnut-chocolate spread(Nutella, Ovomaltine, Caotina)"
076252.jpg,water,Water
076254.jpg,fruit-salad,Fruit salad
076254.jpg,yaourt-yahourt-yogourt-ou-yoghourt-natural,"Yaourt, yahourt, yogourt ou yoghourt, natural"
076260.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
076261.jpg,tea,Tea
076262.jpg,croissant,Croissant
076263.jpg,water-mineral,"Water, mineral"
076273.jpg,cordon-bleu-from-pork-schnitzel-fried,"Cordon bleu, from pork schnitzel, fried"
076273.jpg,chips-french-fries,"Chips, french fries"
076273.jpg,carrot-raw,"Carrot, raw"
076274.jpg,water,Water
076276.jpg,pasta-ravioli-stuffing,"Pasta, ravioli, stuffing"
076276.jpg,salad-rocket,"Salad, rocket"
076276.jpg,sauce-cream,"Sauce, cream"
076276.jpg,tomato-raw,"Tomato, raw "
076277.jpg,panna-cotta,Panna cotta
076277.jpg,fruit-coulis,Fruit coulis
076278.jpg,water,Water
076279.jpg,egg,Egg
076279.jpg,beetroot-steamed-without-addition-of-salt,"Beetroot, steamed, without addition of salt"
076279.jpg,quinoa,Quinoa
076288.jpg,coffee-with-caffeine,"Coffee, with caffeine"
076296.jpg,pasta-twist,"Pasta, twist"
076303.jpg,carrot-raw,"Carrot, raw"
076303.jpg,feta,Feta
076303.jpg,green-olives,Green olives
076304.jpg,quiche-with-cheese-baked-with-puff-pastry,"Quiche, with cheese, baked, with puff pastry"
076305.jpg,beef-sirloin-steak,"Beef, sirloin steak"
076308.jpg,pumpkin,Pumpkin
076308.jpg,potatoes-steamed,Potatoes steamed
076308.jpg,chicken-cut-into-stripes-only-meat,"Chicken, cut into stripes (only meat)"
076310.jpg,water,Water
076317.jpg,dark-chocolate,Dark chocolate
076319.jpg,juice-orange,"Juice, orange"
076321.jpg,soup-pumpkin,"Soup, pumpkin"
076322.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
076323.jpg,mixed-vegetables,Mixed vegetables
076327.jpg,water,Water
076329.jpg,apple-pie,Apple pie
076330.jpg,coffee-with-caffeine,"Coffee, with caffeine"
076333.jpg,mandarine,Mandarine
076336.jpg,mandarine,Mandarine
076338.jpg,coffee-with-caffeine,"Coffee, with caffeine"
076339.jpg,water,Water
076340.jpg,orange,Orange
076341.jpg,wine-white,"Wine, white"
076345.jpg,pumpkin,Pumpkin
076347.jpg,water,Water
076348.jpg,leaf-spinach,Leaf spinach
076348.jpg,grits-polenta-maize-flour,"Grits, polenta, maize flour"
076348.jpg,sauce-savoury,Sauce (savoury)
076355.jpg,bacon-frying,"Bacon, frying"
076356.jpg,pasta-spaghetti,"Pasta, spaghetti"
076357.jpg,champagne,Champagne
076364.jpg,beer,Beer
076365.jpg,pasta-spaghetti,"Pasta, spaghetti"
076365.jpg,sauce-pesto,"Sauce, pesto"
076365.jpg,tomato-sauce,Tomato sauce
076366.jpg,tea-black,"Tea, black"
076367.jpg,crunch-muesli,Crunch Müesli
076367.jpg,yaourt-yahourt-yogourt-ou-yoghourt-natural,"Yaourt, yahourt, yogourt ou yoghourt, natural"
076368.jpg,birchermuesli-prepared-no-sugar-added,"Birchermüesli, prepared, no sugar added"
076369.jpg,tea,Tea
076370.jpg,cucumber,Cucumber
076370.jpg,guacamole,Guacamole
076370.jpg,sesame-seeds,Sesame seeds
076371.jpg,crepe-plain,"Crêpe, plain"
076371.jpg,maple-syrup-concentrate,Maple syrup (Concentrate)
076371.jpg,butter,Butter
076373.jpg,tomato-sauce,Tomato sauce
076373.jpg,sauce-pesto,"Sauce, pesto"
076374.jpg,pizza-with-ham-with-mushrooms-baked,"Pizza, with ham, with mushrooms, baked"
076374.jpg,mixed-vegetables,Mixed vegetables
076375.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
076376.jpg,wine-red,"Wine, red"
076377.jpg,soup-pumpkin,"Soup, pumpkin"
076377.jpg,brussel-sprouts,Brussel sprouts
076386.jpg,wine-red,"Wine, red"
076387.jpg,chinese-cabbage,Chinese cabbage
076387.jpg,rice,Rice
076387.jpg,gruyere,Gruyère
076390.jpg,mixed-salad-chopped-without-sauce,Mixed salad (chopped without sauce)
076391.jpg,carrot-raw,"Carrot, raw"
076391.jpg,mixed-nuts,Mixed nuts
076392.jpg,wine-red,"Wine, red"
076396.jpg,soup-miso,"Soup, Miso"
076397.jpg,sushi,Sushi
076398.jpg,pasta-spaghetti,"Pasta, spaghetti"
076398.jpg,bolognaise-sauce,Bolognaise sauce
076403.jpg,bread-grain,"Bread, grain"
076406.jpg,pizza-with-vegetables-baked,"Pizza, with vegetables, baked"
076409.jpg,pie-plum-baked-with-cake-dough,"Pie, plum, baked, with cake dough"
076417.jpg,bread-white,"Bread, white"
076421.jpg,greek-yaourt-yahourt-yogourt-ou-yoghourt,"Greek Yaourt, yahourt, yogourt ou yoghourt"
076421.jpg,honey,Honey
076431.jpg,bread-white,"Bread, white"
076433.jpg,bread-wholemeal,"Bread, wholemeal"
076433.jpg,butter,Butter
076434.jpg,mandarine,Mandarine
076436.jpg,tea,Tea
076439.jpg,bread-white,"Bread, white"
076442.jpg,bread-wholemeal,"Bread, wholemeal"
076442.jpg,butter,Butter
076442.jpg,honey,Honey
076445.jpg,bread-white,"Bread, white"
076446.jpg,water,Water
076447.jpg,water,Water
076456.jpg,fruit-salad,Fruit salad
076456.jpg,egg,Egg
076456.jpg,potatoes-steamed,Potatoes steamed
076456.jpg,cheese,Cheese
076457.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
076459.jpg,juice-orange,"Juice, orange"
076459.jpg,coffee-with-caffeine,"Coffee, with caffeine"
076459.jpg,gluten-free-bread,Gluten-free bread
076459.jpg,egg,Egg
076472.jpg,coffee-with-caffeine,"Coffee, with caffeine"
076474.jpg,apple,Apple
076482.jpg,cream-spinach,Cream spinach
076482.jpg,rice,Rice
076482.jpg,pasta,Pasta
076482.jpg,vegetable-mix-peas-and-carrots,"Vegetable mix, peas and carrots"
076483.jpg,bell-pepper-red-raw,"Bell pepper, red, raw "
076483.jpg,carrot-raw,"Carrot, raw"
076484.jpg,cottage-cheese,Cottage cheese
076485.jpg,bread-wholemeal,"Bread, wholemeal"
076486.jpg,witloof-chicory,Witloof chicory
076486.jpg,nuts,Nuts
076487.jpg,country-fries,Country fries
076487.jpg,cheese,Cheese
076488.jpg,water,Water
076489.jpg,biscuits,Biscuits
076489.jpg,thickened-cream-35,Thickened cream (> 35%)
076490.jpg,tea,Tea
076491.jpg,tea,Tea
076492.jpg,salami,Salami
076495.jpg,soup-vegetable,"Soup, vegetable"
076497.jpg,risotto-without-cheese-cooked,"Risotto, without cheese, cooked"
076498.jpg,espresso-with-caffeine,"Espresso, with caffeine"
076499.jpg,rice-whole-grain,"Rice, whole-grain"
076499.jpg,curry-vegetarian,"Curry, vegetarian"
076513.jpg,rice,Rice
076513.jpg,bell-pepper-red-raw,"Bell pepper, red, raw "
076513.jpg,spaetzle,Spaetzle
076513.jpg,feta,Feta
076517.jpg,soup-pumpkin,"Soup, pumpkin"
076518.jpg,bread-white,"Bread, white"
076520.jpg,wine-red,"Wine, red"
076522.jpg,cod,Cod
076522.jpg,sauce-savoury,Sauce (savoury)
076523.jpg,mashed-potatoes-prepared-with-full-fat-milk-with-butter,"Mashed potatoes, prepared, with full fat milk, with butter"
076530.jpg,coffee-with-caffeine,"Coffee, with caffeine"
076533.jpg,water,Water
076534.jpg,coffee-with-caffeine,"Coffee, with caffeine"
076537.jpg,tea-peppermint,"Tea, peppermint"
076538.jpg,apple,Apple
076538.jpg,banana,Banana
076542.jpg,mandarine,Mandarine
076544.jpg,almonds,Almonds
076545.jpg,beer,Beer
076550.jpg,bacon-raw,"Bacon, raw"
076550.jpg,ham-raw,"Ham, raw"
076550.jpg,soft-cheese,Soft cheese
076553.jpg,cauliflower,Cauliflower
076553.jpg,cheese-for-raclette,Cheese for raclette
076554.jpg,water,Water
076556.jpg,broccoli,Broccoli
076556.jpg,chicken-cut-into-stripes-only-meat,"Chicken, cut into stripes (only meat)"
076556.jpg,rice-basmati,"Rice, Basmati"
076559.jpg,crisp-bread-wasa,"Crisp bread, Wasa"
076559.jpg,salami,Salami
076559.jpg,butter,Butter
076560.jpg,pasta-hornli,"Pasta, Hörnli"
076566.jpg,french-beans,French beans
076566.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
076566.jpg,tomato-raw,"Tomato, raw "
076567.jpg,syrup-diluted-ready-to-drink,"Syrup (diluted, ready to drink)"
076571.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
076575.jpg,juice-orange,"Juice, orange"
076576.jpg,caprese-salad-tomato-mozzarella,Caprese salad (Tomato Mozzarella)
076577.jpg,roll-of-half-white-or-white-flour-with-large-void,"Roll of half-white or white flour, with large void"
076577.jpg,butter,Butter
076578.jpg,shrimp-prawn-large,Shrimp / prawn (large)
076578.jpg,croutons,Croutons
076578.jpg,salad-rocket,"Salad, rocket"
076578.jpg,green-olives,Green olives
076579.jpg,wine-white,"Wine, white"
076580.jpg,beef-filet,"Beef, filet"
076580.jpg,potatoes-au-gratin-dauphinois-prepared,"Potatoes au gratin, dauphinois, prepared"
076580.jpg,ratatouille,Ratatouille
076581.jpg,rice-whole-grain,"Rice, whole-grain"
076581.jpg,shrimp-prawn-large,Shrimp / prawn (large)
076581.jpg,sauce-curry,"Sauce, curry"
076583.jpg,mandarine,Mandarine
076585.jpg,pasta-hornli,"Pasta, Hörnli"
076585.jpg,carrot-raw,"Carrot, raw"
076585.jpg,tofu,Tofu
076586.jpg,plums,Plums
076586.jpg,tart,Tart
076589.jpg,thickened-cream-35,Thickened cream (> 35%)
076589.jpg,fruit-compotes,Fruit compotes
076595.jpg,cocoa-powder,Cocoa powder
076601.jpg,wine-white,"Wine, white"
076602.jpg,water,Water
076606.jpg,coffee-with-caffeine,"Coffee, with caffeine"
076606.jpg,crunch-muesli,Crunch Müesli
076608.jpg,bread-white,"Bread, white"
076608.jpg,butter,Butter
076609.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
076610.jpg,water,Water
076615.jpg,coffee-with-caffeine,"Coffee, with caffeine"
076617.jpg,bread-white,"Bread, white"
076618.jpg,bread-white,"Bread, white"
076619.jpg,honey,Honey
076619.jpg,bread-wholemeal,"Bread, wholemeal"
076619.jpg,butter,Butter
076620.jpg,bread-wholemeal,"Bread, wholemeal"
076620.jpg,jam,Jam
076620.jpg,butter,Butter
076622.jpg,bread-wholemeal,"Bread, wholemeal"
076622.jpg,honey,Honey
076622.jpg,butter,Butter
076623.jpg,cake-marble,"Cake, marble"
076624.jpg,bread-white,"Bread, white"
076636.jpg,bread-wholemeal,"Bread, wholemeal"
076636.jpg,honey,Honey
076636.jpg,butter,Butter
076639.jpg,fruit-salad,Fruit salad
076639.jpg,cheese,Cheese
076639.jpg,egg,Egg
076639.jpg,potatoes-steamed,Potatoes steamed
076640.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
076650.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
076651.jpg,bread-wholemeal,"Bread, wholemeal"
076653.jpg,croissant,Croissant
076654.jpg,juice-orange,"Juice, orange"
076655.jpg,coffee-with-caffeine,"Coffee, with caffeine"
076659.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
076664.jpg,water,Water
076667.jpg,croissant,Croissant
076668.jpg,coffee-with-caffeine,"Coffee, with caffeine"
076674.jpg,carrot-raw,"Carrot, raw"
076675.jpg,roll-of-half-white-or-white-flour-with-large-void,"Roll of half-white or white flour, with large void"
076676.jpg,curry-vegetarian,"Curry, vegetarian"
076676.jpg,rice,Rice
076677.jpg,curry-vegetarian,"Curry, vegetarian"
076679.jpg,carrot-raw,"Carrot, raw"
076680.jpg,soup-pumpkin,"Soup, pumpkin"
076683.jpg,gluten-free-bread,Gluten-free bread
076692.jpg,bolognaise-sauce,Bolognaise sauce
076692.jpg,pasta-spaghetti,"Pasta, spaghetti"
