ingredient,default_portion,default_portion_in_grams,Calcium_(MG)_per_100G,Carbohydrates_(G)_per_100G,Iron_(MG)_per_100G,Lipid_(G)_per_100G,Magnesium_(MG)_per_100G,Protein_(G)_per_100G,Sodium_(MG)_per_100G,Vitamin_A_(UG)_per_100G,Vitamin_C_(MG)_per_100G,Vitamin_D_(UG)_per_100G
"Roll, whole grain white, hamburger bun",1 miniature/small hamburger bun,28.0,233.0,46.5,2.59,3.49,38.0,9.3,512.0,0.0,0.0,0.0
"Roll, whole grain white, hot dog bun",Quantity not specified,45.0,233.0,46.5,2.59,3.49,38.0,9.3,512.0,0.0,0.0,0.0
"Roll, whole wheat",1 extra large roll,68.0,176.0,46.0,3.55,6.3,36.0,8.6,524.0,0.0,0.0,0.0
"Roll, whole wheat, hamburger bun",1 hamburger bun,52.0,198.0,44.93,2.42,4.38,81.0,12.38,477.0,33.0,1.3,0.0
"Roll, whole wheat, hot dog bun",Quantity not specified,45.0,198.0,44.93,2.42,4.38,81.0,12.38,477.0,33.0,1.3,0.0
"Romaine lettuce, raw",1 leaf,13.0,28.0,4.06,0.27,0.07,12.0,0.98,23.0,436.0,4.6,0.0
Rum,1 fl oz (no ice),28.0,0.0,0.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rum and cola,1 fl oz,30.0,1.0,7.8,0.02,0.19,0.0,0.0,3.0,0.0,0.0,0.0
Rum and diet cola,1 fl oz,30.0,2.0,0.22,0.09,0.02,1.0,0.08,6.0,0.0,0.0,0.0
"Rum, hot buttered",Quantity not specified,90.0,8.0,4.95,0.07,4.47,2.0,0.08,4.0,39.0,0.0,0.0
Russian dressing,Quantity not specified,31.0,13.0,31.9,0.6,26.18,10.0,0.69,1133.0,29.0,6.0,0.0
Rusty Nail,Quantity not specified,60.0,0.0,8.74,0.04,0.03,0.0,0.0,1.0,0.0,0.0,0.0
"Rutabaga, cooked","1 cup, mashed",245.0,45.0,8.98,0.46,2.9,21.0,1.13,143.0,12.0,22.1,0.0
"Rutabaga, raw",Quantity not specified,70.0,43.0,8.62,0.44,0.16,20.0,1.08,12.0,0.0,25.0,0.0
Safflower oil,1 tablespoon,14.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
"Salad dressing, NFS, for salads",1 tablespoon,15.6,28.0,5.9,0.3,44.54,5.0,1.32,810.0,15.0,0.0,0.1
"Salad dressing, NFS, for sandwiches",1 packet,12.0,7.0,3.41,0.19,64.2,1.0,0.9,639.0,14.0,0.0,0.2
"Salad dressing, fat free, NFS",1 tablespoon,15.0,36.0,20.0,0.25,2.7,5.0,1.4,897.0,1.0,0.0,0.0
"Salad dressing, light, NFS",Quantity not specified,32.0,6.0,7.0,0.13,14.0,2.0,1.5,833.0,11.0,0.4,0.0
Salami sandwich on wheat,Quantity not specified,115.0,95.0,23.84,2.29,17.34,39.0,16.07,1075.0,5.0,0.1,0.4
"Salami sandwich on wheat, with cheese",1 regular,135.0,219.0,20.96,2.0,19.04,37.0,16.73,1065.0,46.0,0.1,0.9
Salami sandwich on white,"1 regular or 6"" submarine",175.0,121.0,25.8,2.39,17.14,24.0,15.05,1080.0,5.0,0.0,0.4
"Salami sandwich on white, with cheese",1 large,205.0,240.0,22.61,2.1,18.87,24.0,15.87,1070.0,46.0,0.0,0.9
"Salami, NFS","1 slice, NFS",28.0,24.0,0.72,1.36,31.65,20.0,21.07,1756.0,11.0,0.0,0.9
"Salami, made from any type of meat, reduced fat",1 cup,140.0,40.0,1.55,1.25,9.21,22.0,19.2,1107.0,2.0,0.0,0.6
"Salami, made from any type of meat, reduced sodium",Quantity not specified,56.0,24.0,0.72,1.36,31.65,20.0,21.07,1317.0,11.0,0.0,0.9
"Salisbury steak dinner, NFS, frozen meal",1 meal (11 oz),312.0,15.0,10.94,0.84,8.4,15.0,6.82,268.0,56.0,5.3,0.1
Salisbury steak with gravy,1 frozen family size package (6 steaks),794.0,47.0,6.78,0.95,10.47,17.0,6.98,509.0,2.0,0.0,0.0
"Salisbury steak with gravy, macaroni and cheese, frozen meal",1 meal (10 oz),284.0,108.0,20.36,1.64,8.51,18.0,10.41,380.0,47.0,0.4,0.0
"Salisbury steak with gravy, potatoes, vegetable, frozen meal",1 Kraft meal (9 oz),255.0,15.0,10.94,0.84,8.4,15.0,6.82,268.0,56.0,5.3,0.1
"Salisbury steak with gravy, whipped potatoes, vegetable, dessert, frozen meal",1 Morton Salisbury Steak Dinner (11.25 oz),319.0,27.0,12.62,1.17,6.66,16.0,7.65,589.0,15.0,0.4,0.0
Salmon cake sandwich,1 regular sandwich,180.0,85.0,19.37,1.59,15.93,24.0,13.86,419.0,34.0,1.3,5.2
Salmon salad,Quantity not specified,104.0,126.0,2.73,0.43,17.36,19.0,10.82,507.0,20.0,0.7,7.4
"Salsa verde or salsa, green",Quantity not specified,30.0,9.0,6.36,0.65,0.89,19.0,1.13,906.0,11.0,12.3,0.0
"Salsa, NFS",1 packet,9.0,28.0,6.74,0.42,0.19,15.0,1.44,656.0,24.0,1.9,0.0
"Salsa, pico de gallo",Quantity not specified,32.0,11.0,3.7,0.23,0.14,9.0,0.71,443.0,25.0,10.8,0.0
"Salsa, red",1 cup,256.0,28.0,6.74,0.42,0.19,15.0,1.44,656.0,24.0,1.9,0.0
"Salsa, red, homemade",1 cup,234.0,28.0,6.74,0.42,0.19,15.0,1.44,656.0,24.0,1.9,0.0
"Salsify, cooked",1 cup,140.0,46.0,14.88,0.54,2.71,17.0,2.65,136.0,11.0,4.5,0.0
"Sambar, vegetable stew",Quantity not specified,124.0,19.0,11.77,1.67,2.71,23.0,4.33,207.0,7.0,3.2,0.0
Samosa,Quantity not specified,75.0,33.0,33.16,2.16,17.47,16.0,5.14,388.0,54.0,0.4,0.1
Sandwich spread,Quantity not specified,10.0,14.0,22.4,0.2,34.0,2.0,0.9,1000.0,22.0,0.0,0.1
"Sandwich wrap, NFS","1 sandwich, any size",140.0,208.0,23.3,1.83,9.4,22.0,12.77,792.0,41.0,0.0,0.6
"Sandwich, NFS",1 large,175.0,180.0,33.83,2.05,12.03,44.0,12.75,542.0,21.0,0.1,0.4
"Sangria, red",Quantity not specified,228.0,6.0,7.23,0.25,0.02,7.0,0.04,10.0,0.0,0.3,0.0
"Sangria, white",Quantity not specified,228.0,7.0,7.22,0.15,0.02,6.0,0.04,10.0,0.0,0.3,0.0
Sardine sandwich,1 regular sandwich,135.0,306.0,21.87,3.12,7.96,34.0,17.87,371.0,18.0,0.0,2.7
"Sauce, NFS",1 cup,240.0,39.0,12.72,0.19,5.67,7.0,1.59,968.0,41.0,0.6,0.2
Sauerkraut,Quantity not specified,30.0,30.0,4.16,1.42,2.53,13.0,0.9,659.0,26.0,12.8,0.1
Sausage English muffin sandwich,Quantity not specified,125.0,237.0,22.81,2.39,17.2,22.0,13.48,615.0,55.0,0.9,1.1
Sausage and noodles with cream or white sauce,Quantity not specified,305.0,42.0,14.83,0.97,7.8,16.0,5.91,359.0,46.0,0.0,0.6
"Sausage and peppers, no sauce",1 cup,154.0,11.0,3.26,1.09,19.87,16.0,13.99,551.0,19.0,15.4,0.8
Sausage and rice with cheese sauce,Quantity not specified,305.0,88.0,13.94,0.77,7.61,13.0,6.32,373.0,25.0,0.2,0.4
Sausage and rice with mushroom sauce,Quantity not specified,305.0,23.0,16.8,0.83,6.02,10.0,4.86,488.0,11.0,0.0,0.4
Sausage and rice with tomato-based sauce,Quantity not specified,305.0,12.0,16.4,1.1,5.49,13.0,4.63,673.0,11.0,2.2,0.2
"Sausage and vegetables including  carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",1 cup,249.0,20.0,4.94,0.92,8.34,15.0,5.56,675.0,159.0,10.1,0.3
"Sausage and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",Quantity not specified,187.0,16.0,6.94,0.92,8.34,18.0,5.62,665.0,22.0,4.5,0.3
Sausage biscuit sandwich,1 large,165.0,48.0,27.21,2.13,24.47,15.0,10.66,870.0,22.0,0.0,0.6
"Sausage biscuit sandwich, with cheese",1 large,205.0,183.0,23.71,1.86,25.1,17.0,12.19,892.0,61.0,0.0,1.0
Sausage gravy,Quantity not specified,60.0,99.0,7.65,0.51,13.61,14.0,6.78,421.0,116.0,0.1,1.3
Sausage griddle/pancake sandwich,1 large,230.0,76.0,17.04,1.25,18.69,13.0,10.53,505.0,96.0,0.0,1.5
Sausage with tomato-based sauce,1 cup,248.0,11.0,2.58,1.12,19.09,16.0,13.28,863.0,26.0,2.0,1.0
"Sausage, NFS","1 oz, cooked",28.35,9.0,1.42,1.2,27.25,16.0,18.53,814.0,28.0,0.0,1.4
"Sausage, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",1 cup,249.0,15.0,15.34,1.19,5.69,20.0,5.26,381.0,15.0,2.6,0.2
"Sausage, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Quantity not specified,311.0,17.0,14.19,1.19,5.69,18.0,5.22,388.0,94.0,5.7,0.2
"Sausage, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Quantity not specified,189.0,12.0,12.78,0.43,7.12,16.0,3.78,352.0,7.0,4.0,0.2
"Sausage, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",1 cup,252.0,14.0,11.61,0.43,7.53,14.0,3.73,357.0,83.0,7.0,0.2
"Scallops, baked or broiled",1 cup,135.0,8.0,3.96,0.48,5.14,27.0,14.99,415.0,21.0,0.0,0.0
"Scallops, fried",Quantity not specified,85.0,19.0,14.14,1.18,12.54,22.0,11.08,466.0,3.0,0.0,0.0
"Scallops, grilled",1 cup,135.0,8.0,4.04,0.48,2.89,28.0,15.3,412.0,11.0,0.0,0.0
"Scallops, steamed or boiled",1 cup,135.0,8.0,4.02,0.48,0.62,28.0,15.24,301.0,1.0,0.0,0.0
Scone,1 regular,70.0,211.0,48.07,2.9,18.35,17.0,6.67,446.0,179.0,0.0,0.5
"Scone, with fruit",Quantity not specified,70.0,196.0,51.2,2.78,16.54,19.0,6.33,404.0,161.0,0.2,0.5
Scotch,1 jigger,42.0,0.0,0.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Scrapple, cooked",Quantity not specified,60.0,6.0,14.96,1.31,14.76,10.0,8.57,385.0,499.0,1.3,0.3
Screwdriver,Quantity not specified,225.0,43.0,7.66,0.06,0.26,8.0,0.58,2.0,2.0,21.6,0.3
Seabreeze,1 drink,225.0,6.0,8.23,0.06,0.22,4.0,0.21,1.0,1.0,27.9,0.0
Seafood dip,1 individual container,70.0,119.0,4.2,0.41,32.8,12.0,6.18,715.0,71.0,1.5,0.1
"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Quantity not specified,332.0,59.0,2.77,0.72,1.95,22.0,7.91,245.0,158.0,6.5,0.3
"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Quantity not specified,332.0,61.0,2.39,0.75,2.05,23.0,8.41,256.0,119.0,9.7,0.3
"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",1 cup,95.0,60.0,3.04,0.64,0.49,24.0,7.12,266.0,159.0,7.6,0.0
"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",1 cup,95.0,63.0,2.62,0.67,0.5,25.0,7.66,280.0,114.0,11.5,0.0
"Seafood paella, Puerto Rican style",Quantity not specified,288.0,34.0,15.7,1.09,5.64,17.0,7.59,231.0,33.0,7.4,0.5
Seafood salad,1 cup,208.0,69.0,1.25,0.54,15.82,22.0,10.12,585.0,9.0,4.2,0.0
Seafood salad sandwich,1 large sandwich,360.0,116.0,17.24,1.48,11.75,24.0,9.89,540.0,6.0,2.8,0.0
Seafood sauce,1 tablespoon,16.0,32.0,2.51,1.2,17.45,16.0,8.53,463.0,54.0,0.5,0.0
Seafood souffle,1 cup,159.0,89.0,5.56,1.01,9.98,16.0,9.94,425.0,130.0,0.6,1.3
Seafood thermidor,Quantity not specified,125.0,106.0,4.66,0.48,21.16,22.0,10.64,388.0,168.0,0.8,1.1
"Seaweed, cooked, fat added",1 cup,105.0,126.0,7.71,2.21,3.06,74.0,3.41,382.0,99.0,12.4,0.0
"Seaweed, cooked, no added fat",1 cup,100.0,129.0,7.94,2.28,0.49,77.0,3.51,384.0,90.0,12.8,0.0
"Seaweed, dried",Quantity not specified,5.0,372.0,52.39,24.95,4.01,482.0,31.84,575.0,14.0,5.0,0.0
"Seaweed, pickled",1 cup,100.0,109.0,11.44,1.89,0.42,64.0,2.91,1263.0,75.0,8.7,0.0
"Seaweed, raw",1 cup,80.0,129.0,7.94,2.28,0.49,77.0,3.51,384.0,95.0,15.0,0.0
Sesame chicken,1/2 chicken breast with sauce,134.0,12.0,26.88,1.09,14.25,22.0,14.33,482.0,83.0,1.0,0.1
Sesame dressing,1 tablespoon,14.7,19.0,8.6,0.6,45.2,0.0,3.1,1000.0,2.0,0.0,0.0
"Sesame dressing, light",1 tablespoon,14.7,15.0,9.99,0.25,6.68,4.0,0.39,891.0,1.0,0.0,0.0
Sesame oil,1 tablespoon,14.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Sesame seeds,1 cup,128.0,60.0,11.73,6.36,61.21,345.0,20.45,47.0,3.0,0.0,0.0
Seven and Seven,1 fl oz,30.0,2.0,7.63,0.09,0.02,1.0,0.04,7.0,0.0,0.0,0.0
"Seven-layer salad, lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon",Quantity not specified,60.0,59.0,5.79,0.43,20.71,10.0,4.7,265.0,57.0,6.7,0.3
Shellfish and noodles with tomato-based sauce,Quantity not specified,280.0,23.0,15.74,1.34,5.04,22.0,6.58,239.0,29.0,2.2,0.1
"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",1 cup,224.0,44.0,7.63,0.54,6.93,16.0,6.3,308.0,37.0,1.0,0.2
"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",1 cup,217.0,44.0,5.63,0.86,6.62,23.0,9.73,242.0,51.0,13.2,0.0
"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",Quantity not specified,112.0,47.0,5.92,0.54,6.92,13.0,6.25,317.0,154.0,5.7,0.2
"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Quantity not specified,163.0,49.0,5.89,0.86,6.38,23.0,9.41,247.0,176.0,14.7,0.0
"Shellfish, NFS",1 cup,135.0,64.0,4.9,0.53,6.67,26.0,15.46,348.0,63.0,0.0,0.1
Shepherd's pie,"1 slice, any size",210.0,26.0,8.72,0.93,6.3,15.0,7.64,264.0,79.0,2.0,0.1
"Sherbet, all flavors",1 individual container,75.0,54.0,30.4,0.14,2.0,8.0,1.1,46.0,12.0,2.3,0.0
Shirley Temple,1 drink,225.0,4.0,14.17,0.17,0.0,1.0,0.0,9.0,0.0,0.0,0.0
"Shortening, NS as to vegetable or animal",1 tablespoon,12.0,1.0,0.0,0.07,99.97,0.0,0.0,4.0,0.0,0.0,0.0
Shrimp and noodles with cheese sauce,1 cup,224.0,106.0,13.45,0.83,5.37,20.0,8.18,192.0,38.0,0.2,0.3
Shrimp and noodles with cream or white sauce,Quantity not specified,280.0,59.0,16.25,0.93,5.32,21.0,7.14,162.0,60.0,0.0,0.4
Shrimp and noodles with gravy,1 cup,224.0,23.0,14.7,0.83,5.18,17.0,6.02,178.0,17.0,0.0,0.1
Shrimp and noodles with mushroom sauce,Quantity not specified,280.0,35.0,15.05,0.82,5.24,18.0,6.31,226.0,22.0,0.0,0.2
Shrimp and noodles with soy-based sauce,Quantity not specified,224.0,52.0,8.17,0.4,7.25,21.0,10.22,276.0,38.0,1.8,0.0
Shrimp and noodles with tomato sauce,Quantity not specified,280.0,25.0,15.39,1.15,5.22,22.0,6.46,172.0,25.0,2.2,0.1
"Shrimp and noodles, no sauce",Quantity not specified,196.0,26.0,16.43,1.01,5.5,21.0,7.3,144.0,21.0,0.0,0.1
"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",Quantity not specified,81.0,44.0,6.78,0.4,6.87,25.0,9.25,41.0,40.0,1.8,0.0
"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Quantity not specified,163.0,48.0,4.86,0.45,6.64,24.0,9.47,242.0,40.0,13.2,0.0
"Shrimp and vegetables in sauce with noodles, diet frozen meal",1 meal (11 oz),312.0,32.0,13.45,0.9,1.72,15.0,5.29,456.0,129.0,7.1,0.0
"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",Quantity not specified,81.0,51.0,3.8,0.41,7.25,20.0,9.35,59.0,255.0,10.5,0.0
"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Quantity not specified,163.0,54.0,5.15,0.46,6.4,24.0,9.16,247.0,166.0,14.7,0.0
Shrimp chips,Quantity not specified,40.0,20.0,59.09,1.91,17.86,72.0,7.14,571.0,0.0,0.0,0.0
Shrimp chow mein or chop suey with noodles,Quantity not specified,220.0,42.0,11.37,1.11,4.03,19.0,9.05,335.0,35.0,4.1,0.0
"Shrimp chow mein or chop suey, no noodles",1 cup,220.0,48.0,4.27,0.38,1.69,19.0,8.8,263.0,40.0,4.7,0.0
Shrimp cocktail,1 shrimp with sauce,15.0,58.0,7.92,0.41,1.22,25.0,13.24,502.0,53.0,2.9,0.1
"Shrimp creole, no rice",Quantity not specified,123.0,70.0,4.51,0.57,5.16,28.0,14.33,153.0,103.0,8.1,0.2
"Shrimp creole, with rice",1 cup,243.0,77.0,11.92,1.58,3.64,22.0,10.12,436.0,35.0,7.4,0.1
Shrimp egg foo yung,1 patty,86.0,54.0,5.2,1.0,6.16,18.0,11.69,340.0,107.0,1.7,1.1
"Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",1 cup,95.0,67.0,2.77,0.96,2.04,22.0,8.28,289.0,158.0,6.6,0.3
"Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",1 cup,95.0,69.0,2.39,1.0,2.14,22.0,8.8,303.0,119.0,9.8,0.3
Shrimp gumbo,1 cup,244.0,67.0,4.63,1.1,1.89,20.0,6.52,377.0,19.0,4.5,0.0
"Shrimp in garlic sauce, Puerto Rican style",Quantity not specified,106.0,52.0,2.45,0.41,24.96,21.0,11.56,476.0,162.0,12.0,0.6
Shrimp salad,Quantity not specified,91.0,86.0,1.27,1.13,16.2,20.0,10.68,703.0,8.0,5.0,0.0
Shrimp scampi,1 shrimp,15.0,72.0,2.27,0.5,12.98,27.0,15.41,168.0,117.0,3.8,0.1
"Shrimp shish kabob with vegetables, excluding potatoes",Quantity not specified,77.0,52.0,5.74,0.32,1.59,24.0,11.23,240.0,51.0,15.0,0.0
Shrimp teriyaki,Quantity not specified,113.0,87.0,3.34,0.51,1.56,42.0,21.62,581.0,82.0,0.0,0.1
Shrimp toast,Quantity not specified,48.0,59.0,12.01,0.77,15.42,17.0,8.46,558.0,31.0,2.6,0.0
Shrimp with crab stuffing,1 cup,140.0,78.0,6.16,0.9,9.01,30.0,16.39,537.0,68.0,1.7,0.4
Shrimp with lobster sauce,1 cup,185.0,100.0,2.16,1.61,7.85,25.0,16.78,1031.0,10.0,2.6,0.2
"Shrimp, NFS",1 large/jumbo shrimp,15.0,64.0,4.9,0.53,6.67,26.0,15.46,348.0,63.0,0.0,0.1
"Shrimp, baked or broiled",Quantity not specified,85.0,68.0,1.14,0.27,5.79,27.0,16.92,363.0,84.0,0.0,0.2
"Shrimp, baked or broiled, coated",1 tiny shrimp,5.0,67.0,8.74,0.81,5.91,26.0,15.55,388.0,76.0,0.0,0.2
"Shrimp, cake or patty",1 cake or patty,85.0,63.0,5.26,0.65,15.34,23.0,13.93,329.0,65.0,0.2,0.4
"Shrimp, canned",1 standard can,115.0,145.0,0.0,2.13,1.36,33.0,20.42,870.0,0.0,4.1,0.0
"Shrimp, dried",1 cup,135.0,362.0,0.0,5.32,3.4,82.0,51.05,2175.0,0.0,10.2,0.0
"Shrimp, fried",1 cup,135.0,56.0,12.41,1.05,12.94,22.0,12.26,434.0,42.0,0.0,0.1
"Shrimp, grilled",1 tiny shrimp,5.0,69.0,1.16,0.27,3.55,28.0,17.26,359.0,75.0,0.0,0.1
"Shrimp, steamed or boiled",1 large/jumbo shrimp,15.0,68.0,1.15,0.26,1.28,28.0,17.19,248.0,65.0,0.0,0.1
Simple syrup,1 tablespoon,20.0,2.0,45.58,0.02,0.15,1.0,0.0,3.0,0.0,0.0,0.0
Singapore Sling,Quantity not specified,225.0,5.0,7.25,0.03,0.04,2.0,0.12,15.0,1.0,3.8,0.0
Sloe gin fizz,1 drink,225.0,4.0,2.22,0.02,0.01,1.0,0.03,16.0,0.0,1.0,0.0
"Sloppy joe sandwich, on wheat bun","1 sandwich, any size",185.0,65.0,18.43,2.15,6.44,30.0,11.85,343.0,7.0,5.5,0.0
"Sloppy joe sandwich, on white bun","1 sandwich, any size",185.0,59.0,19.95,2.24,6.42,19.0,11.32,360.0,7.0,5.9,0.0
"Sloppy joe, no bun",Quantity not specified,190.0,18.0,5.48,1.66,7.63,17.0,12.06,296.0,10.0,8.1,0.0
Slush frozen drink,1 small,360.0,4.0,7.68,0.0,0.02,1.0,0.0,10.0,0.0,0.0,0.0
"Slush frozen drink, no sugar added",1 small,360.0,3.0,3.11,0.0,0.01,1.0,0.0,5.0,0.0,0.0,0.0
"Snack bar, oatmeal",1 bar,60.0,333.0,75.47,6.0,6.67,69.0,6.67,367.0,236.0,0.9,0.1
"Snack cake, chocolate","1 piece/slice, any size, except mini",45.0,116.0,60.31,3.6,15.93,36.0,3.63,332.0,1.0,1.9,0.0
"Snack cake, white",Quantity not specified,45.0,24.0,64.03,1.36,11.54,8.0,3.47,470.0,5.0,0.1,0.1
Snack mix,1 100 calorie package,20.0,80.0,63.11,2.08,25.79,48.0,6.87,729.0,5.0,0.4,0.0
"Snack mix, plain (Chex Mix)",1 cup,60.0,121.0,72.2,4.88,10.34,27.0,8.74,707.0,6.0,6.1,1.2
Snow cone,1 fl oz,30.0,2.0,32.6,0.16,0.0,1.0,0.4,22.0,0.0,1.0,0.0
"Snow cone, no sugar added",1 fl oz,30.0,0.0,5.92,0.67,0.0,1.0,0.0,10.0,0.0,10.4,0.0
"Snowpeas, NS as to form, cooked",1 cup,165.0,44.0,7.62,2.1,2.85,24.0,2.83,130.0,64.0,51.4,0.0
"Snowpeas, fresh, cooked, fat added",1 cup,165.0,44.0,7.62,2.1,2.85,24.0,2.83,130.0,64.0,51.4,0.0
"Snowpeas, fresh, cooked, no added fat",1 cup,160.0,45.0,7.84,2.16,0.21,25.0,2.91,125.0,53.0,53.0,0.0
"Snowpeas, frozen, cooked, fat added",1 cup,165.0,58.0,8.74,2.33,2.91,27.0,3.4,126.0,75.0,21.3,0.0
"Snowpeas, frozen, cooked, no added fat",1 snow pea,3.0,59.0,8.99,2.39,0.38,28.0,3.49,121.0,66.0,21.9,0.0
"Snowpeas, raw",1 snow pea,3.0,43.0,7.55,2.08,0.2,24.0,2.8,4.0,54.0,60.0,0.0
"Soft drink, NFS",1 fl oz (NFS),31.0,1.0,10.36,0.02,0.25,0.0,0.0,3.0,0.0,0.0,0.0
"Soft drink, NFS, diet",1 bottle (16.9 fl oz or 500 ml),507.0,3.0,0.29,0.11,0.03,1.0,0.11,8.0,0.0,0.0,0.0
"Soft drink, chocolate flavored",1 fl oz (NFS),31.0,4.0,10.7,0.1,0.0,1.0,0.0,4.0,0.0,0.0,0.0
"Soft drink, chocolate flavored, diet",1 can (12 fl oz),360.0,3.0,0.29,0.11,0.03,1.0,0.11,8.0,0.0,0.0,0.0
"Soft drink, cola",1 fl oz (NFS),31.0,1.0,10.36,0.02,0.25,0.0,0.0,3.0,0.0,0.0,0.0
"Soft drink, cola, chocolate flavored",1 extra large drink,1023.0,1.0,10.36,0.02,0.25,0.0,0.0,3.0,0.0,0.0,0.0
"Soft drink, cola, chocolate flavored, diet",1 large drink,720.0,3.0,0.29,0.11,0.03,1.0,0.11,8.0,0.0,0.0,0.0
"Soft drink, cola, decaffeinated",1 can (12 fl oz),372.0,2.0,10.58,0.02,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Soft drink, cola, decaffeinated, diet",1 large drink,720.0,3.0,0.12,0.02,0.0,0.0,0.12,4.0,0.0,0.0,0.0
"Soft drink, cola, diet",Quantity not specified,360.0,3.0,0.29,0.11,0.03,1.0,0.11,8.0,0.0,0.0,0.0
"Soft drink, cola, fruit or vanilla flavored",1 medium drink,512.0,1.0,10.36,0.02,0.25,0.0,0.0,3.0,0.0,0.0,0.0
"Soft drink, cola, fruit or vanilla flavored, diet",1 fl oz (with ice),23.0,3.0,0.29,0.11,0.03,1.0,0.11,8.0,0.0,0.0,0.0
"Soft drink, cream soda",1 extra large drink,1023.0,5.0,13.3,0.05,0.0,1.0,0.0,12.0,0.0,0.0,0.0
"Soft drink, cream soda, diet",1 large drink,720.0,4.0,0.0,0.04,0.0,1.0,0.1,6.0,0.0,0.0,0.0
"Soft drink, fruit flavored, caffeine containing",1 bottle (20 fl oz),620.0,2.0,12.83,0.11,0.0,1.0,0.0,18.0,0.0,0.0,0.0
"Soft drink, fruit flavored, caffeine containing, diet",1 fl oz (no ice),30.0,4.0,0.0,0.04,0.0,1.0,0.1,6.0,0.0,0.0,0.0
"Soft drink, fruit flavored, caffeine free",1 fl oz (with ice),23.0,2.0,10.14,0.11,0.02,1.0,0.05,9.0,0.0,0.0,0.0
"Soft drink, fruit flavored, diet, caffeine free",1 large drink,720.0,4.0,0.0,0.04,0.0,1.0,0.1,6.0,0.0,0.0,0.0
"Soft drink, ginger ale",1 small drink,372.0,3.0,8.76,0.18,0.0,1.0,0.0,7.0,0.0,0.0,0.0
"Soft drink, ginger ale, diet",1 fl oz (no ice),30.0,4.0,0.0,0.04,0.0,1.0,0.1,6.0,0.0,0.0,0.0
"Soft drink, pepper type",1 large drink,744.0,1.0,10.36,0.02,0.25,0.0,0.0,3.0,0.0,0.0,0.0
"Soft drink, pepper type, decaffeinated",1 fl oz (with ice),23.0,2.0,10.58,0.02,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Soft drink, pepper type, decaffeinated, diet",1 fl oz (NFS),30.0,3.0,0.12,0.02,0.0,0.0,0.12,4.0,0.0,0.0,0.0
"Soft drink, pepper type, diet",1 bottle (20 fl oz),600.0,3.0,0.29,0.11,0.03,1.0,0.11,8.0,0.0,0.0,0.0
"Soft drink, root beer",1 large drink,744.0,5.0,10.6,0.05,0.0,1.0,0.0,13.0,0.0,0.0,0.0
"Soft drink, root beer, diet",1 can (12 fl oz),360.0,4.0,0.0,0.04,0.0,1.0,0.1,6.0,0.0,0.0,0.0
"Soft serve, blended with candy or cookies, from fast food",1 small,300.0,132.0,26.18,0.44,6.06,16.0,4.0,64.0,28.0,0.8,0.0
Sopaipilla with syrup or honey,Quantity not specified,70.0,75.0,51.7,2.46,16.25,12.0,4.38,670.0,0.0,0.1,0.0
"Sopaipilla, without syrup or honey",Quantity not specified,70.0,98.0,41.46,3.16,20.18,15.0,5.79,898.0,0.0,0.0,0.0
Sorbet,1 bar,80.0,3.0,27.12,0.17,0.05,2.0,0.79,13.0,0.0,5.2,0.0
"Soup, French onion",1 individual container,440.0,138.0,11.84,0.67,4.47,13.0,5.45,378.0,32.0,2.9,0.1
